id;rating;benefits;side_effects
4138;5;The benefits of percocet were that it did take away my pain from my knee surgery, but I felt it needed to be stronger toward the end of the 5 hours.;My side effects were mild itching. It drove me crazy, I had to switch to a differnt pain medication.
550;10;this was the only ointment that improved my psoriasis. I applied the ointment to my patches of psoriasis and felt immediate relief of the burning and itching associated with psoriasis;none at this time.
4149;3;Reduction in pain. It pretty much wiped out the pain.;I wanted to scratch my skin off, I went crazy. They stopped the med. right away and gave me vicodin.
1088;4;"While taking Effexor at the 37.5mg dose, I have noticed some improvement in my mood stability throughout the morning. I felt less anxious during the day, but anxiety creeps in again towards the night. Although I felt MUCH happier and more like my ""old"" self on the higher dose, the 37.5mg dose allowed me to sleep the night, which was not possible at the higher dose.";Upset stomach was common if I forgot to take it with food.
1394;7;As I was able to relax my headache almost disappeared. The headache was due to stiff jaw syndrome. The symptoms should ease after two months but I feel relief the first day I start taking medicine. I was able to concentrate again and the most important I did not feel tired.;I felt sleepy. I put about 3kg weight. After 2 months side effects ease and then disappeared.
543;10;Never had a problem falling asleep but would wake to early and Trazodone makes me sleep thru the night without waking early and after 7 to 9 hours of sleep I feel fine in the morning. Wonder drug where I've never had to increase the dosage for same effect over 18 years.;Annoyance of having to call doctor for refills and go to pharmacy for 18 years
1280;8;Provided increased alertness and perceived cognitive enhancement. Helped me maintain focus and motivation at work. I still drank coffee throughout the day but it was significantly less with Provigil. Prior to Provigil I was prescribed Adderall XR 20 mg. which really had a negative effect on my duty performance. I had TOO much energy and jitters and could not focus on anything for more than 5 minutes. The opposite of what it was prescribed for.;I began having stomach troubles with this drug. I now take Prilosec and Pepcid to counter this. Worth it? Sometimes. Like other reviews here, I found that the positive effects did wear off by the end of the day and dosing again is not smart if you want to get any sleep at all. In addition, I notice increased heart rate at times and seems to exacerbate the frequency and strength of my PVCs.
3836;9;longer,thicker,darker lashes,as well I applied it on the eyebrows;mild itching and irritation at the beginning,later disappeared
637;10;I was on YAZ for over a year, played on three soccer teams (two were for high school) and still gained 5 lbs. After i switched to seasonique a few weeks ago, i lost my appetite and lost weight. I dont eat nearly as much now. Im 5'0'' and before i switched i used to weigh roughly around 115... now im sticking around 105. i have no experience with the bad side effects with seasonique;none
965;6;even when i have a low day prozac made me still be able to laugh at funny fings, where as before wen i was nt on dem, if i had a low day nothing would make me smile. I sleep less on them.;Loss of weight, considerably, feeling sick. They made me stop sleeping so much, but and hour after taken dem id feel so tired. I normaly have a high very very high libido, but since being on dem it has dropped considerably, and having an orgasm is hard and not as good. I've found im very short tempered, and anxiety levels can get quite high at times.
